770,3,440,1601630,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,3,440,1621630,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1777,4,11444,-1135,7,2,770,3,440,1061270,6,1,770,3,440,1211340,13,0,0,0,0,0,0,0,0,0,0,0,0,0
5,1,-4,108,6,3,7770,4,4440,1331211340.0,6,2,70,2,40,1640,6,1,77777,5,44444,131135121,10,2,7770,4,4440,2091270,10,2
17777,5,114444,-1209121,7,1,27,2,44,-1127,6,1,777707,6,444404,1271652340.0107,6,1,770,3,440,1661170,2,0,0,0,0,0,0,0
5,1,-4,108,6,3,770,3,440,1061210,6,2,70,2,40,1670,6,1,777,3,444,131,10,1,77,2,44,209121,10,1
577,3,444,108108121,10,2,77777700,8,44444400,110121210127.0,6,1,777770,6,444440,1101210,10,1,7770,4,4440,1311161680.0,10,0,0,0,0,0,0,0
7770,4,4440,1691700,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,2,44,108121,6,2,777700,6,444400,1271711720.0,6,1,7077777,6,4044444,1.1601721731741752e+18,10,1,70,2,40,1760,6,0,0,0,0,0,0,0
577,3,444,108108177,6,2,9,1,-4,178,7,1,777777020.07,13,4444440400.04,-1791310100.0148,10,0,0,0,0,0,0,0,0,0,0,0,0,0
577,3,444,108108177,6,2,9,1,-4,178,7,1,77702770,8,444016440,-17913101180148.0,10,0,0,0,0,0,0,0,0,0,0,0,0,0
7770,4,4440,1811800,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,2,44,139,6,1,51170,5,46640,-105111310,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-170,3,40,-100,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
